
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
4,32,Which Copilot plan grants seat‑based licensing for individuals and teams?,Business,Pro,Free,Pro+,B,The Pro plan uses individual seat licensing suited for freelancers and small teams.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
4,33,Which subscription offers the highest number of knowledge bases and unlimited chat?,Free,Pro,Pro+,Enterprise,D,Enterprise offers the largest allotment of knowledge bases and unlimited chat.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Hard
4,34,Which Copilot plan grants advanced semantic search and interactive search features?,Business,Pro+,Free,Pro,B,The Pro+ tier includes interactive and semantic search within knowledge bases.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,35,Which Copilot plan grants the best practice to improve Copilot Chat performance?,Writing cryptic one‑word prompts,Providing relevant context and concise prompts,"Entering long, vague prompts",Ignoring context entirely,B,"To improve performance, include relevant context and keep prompts concise and focused.",GitHub Copilot plans and features,Identify prompt crafting best practices,Medium
4,36,Which subscription offers organization‑wide content exclusion and policy configuration?,Free,Pro,Pro+,Business,D,Business allows organisations to set content exclusions and enforce policies across repositories.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,37,Which subscription offers the slash command that refactors selected code?,/explain,/summarize,/tests,/refactor,D,"The /refactor command asks Copilot to refactor the highlighted code, improving structure and readability.",GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot Chat,Medium
4,38,Which subscription offers ability to access Copilot features on GitHub.com pull requests?,Free,Pro,Pro+,Enterprise,D,Enterprise subscribers can use Copilot chat for pull request summaries on GitHub.com.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
4,39,Which statement best describes what is meant by the age of code suggestions?,They are based on older training data and may not include the latest frameworks,Option 1,Option 2,Option 3,A,Copilot’s suggestions are generated from models trained on historic data and may not account for the very latest language features.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,40,Identify how reasoning differs from calculations in Copilot responses?,Option 2,Option 3,It uses language patterns rather than executing code,Option 1,C,Copilot generates responses based on learned patterns and does not run calculations; thus numerical results may be illustrative rather than exact.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,41,Explain how the prevalence of examples in training data can influence code suggestions?,Option 3,Suggestions may reflect the most common patterns seen during training,Option 1,Option 2,B,"Copilot tends to reproduce popular code patterns from the training data, which can bias suggestions toward frequently seen examples.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,42,Explain the approximate token limit for Copilot Chat context?,Option 3,"Around 4,000 tokens",Option 1,Option 2,B,"Copilot Chat can handle approximately 4,000 tokens of conversation history and context.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,43,Explain what is meant by the age of code suggestions?,Option 3,They are based on older training data and may not include the latest frameworks,Option 1,Option 2,B,Copilot’s suggestions are generated from models trained on historic data and may not account for the very latest language features.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,44,Which statement best describes the approximate context window for inline suggestions in IDEs?,200–500 lines of surrounding code,Option 1,Option 2,Option 3,A,"Inline suggestions consider roughly 200–500 lines around the cursor, limiting how much context can be processed.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,45,Which statement best describes how the prevalence of examples in training data can influence code suggestions?,Suggestions may reflect the most common patterns seen during training,Option 1,Option 2,Option 3,A,"Copilot tends to reproduce popular code patterns from the training data, which can bias suggestions toward frequently seen examples.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,46,Identify how prompts are transmitted to the model host?,Over email,Through a developer’s IDE without any controls,Via a proxy service that applies filters,Directly to the model without filters,C,Prompts are sent through an Azure proxy that enforces policy and applies filters.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,47,Which statement best describes the difference between Copilot Chat retention and inline completion retention?,"Chat may be stored temporarily, inline prompts are not",Both are stored indefinitely,Both are never stored,Chat is never stored and inline prompts are kept for 28 days,A,"Chat messages can be retained up to 28 days, whereas inline completions are not stored.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,48,What is the purpose of the public code match filter?,To increase completion speed,To add license headers,To format the code,To prevent verbatim public code suggestions,D,The filter checks generated content against public code to avoid copying large blocks verbatim.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,49,Identify the first step when a user sends a prompt in the Copilot pipeline?,Applying the public code match filter,Generating the final code,Secure transmission of the prompt to the service,Running toxicity filters,C,Prompts are securely sent to the Copilot service before any processing occurs.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,50,Identify the purpose of the public code match filter?,To add license headers,To format the code,To prevent verbatim public code suggestions,To increase completion speed,C,The filter checks generated content against public code to avoid copying large blocks verbatim.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
4,51,Explain what happens after Copilot generates code?,It is ignored,Outputs go through a public code match and vulnerability filter,The code is deployed directly,The prompt is stored for training,B,Post‑processing filters check for public code duplication and vulnerabilities before returning results.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,52,What is the approximate token limit for Copilot Chat context?,Option 1,Option 2,Option 3,"Around 4,000 tokens",D,"Copilot Chat can handle approximately 4,000 tokens of conversation history and context.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,53,Explain what the feedback loop in Copilot’s service achieves?,Storing code indefinitely,Continuous improvement of models based on user interactions,Slowing down performance,Automatically deploying code,B,Feedback from users and automated checks helps improve model performance and reduce harmful outputs.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
4,54,Identify best practice when crafting prompts?,Avoid giving context,Always request extremely long outputs,Provide clear context and specific requirements,Leave the prompt vague,C,"Good prompts supply necessary context, explicit requirements and examples where helpful.",Prompt Crafting and Prompt Engineering,Identify prompt crafting best practices,Easy
4,55,Explain what chain prompting involves?,Requesting the model to summarise conversations,Breaking a task into smaller sequential prompts,Giving multiple answers at once,Generating unrelated code,B,Chain prompting decomposes a complex task into a series of manageable questions or instructions.,Prompt Crafting and Prompt Engineering,Explain prompt engineering principles,Hard
4,56,Identify what chain prompting involves?,Generating unrelated code,Requesting the model to summarise conversations,Breaking a task into smaller sequential prompts,Giving multiple answers at once,C,Chain prompting decomposes a complex task into a series of manageable questions or instructions.,Prompt Crafting and Prompt Engineering,Explain prompt engineering principles,Hard
4,57,Which of the following describes the difference between one‑shot and few‑shot prompting?,One‑shot uses a single example while few‑shot uses several examples,Zero‑shot prompting relies on multiple examples,Few‑shot prompting omits examples,Few‑shot prompting reduces context,A,"One‑shot prompting provides one example input–output pair, whereas few‑shot prompting includes multiple examples to better guide the model.",Prompt Crafting and Prompt Engineering,Describe the difference between zero-shot and few-shot prompting,Medium
4,58,Identify the key components of a good prompt?,Wrong,Not applicable,"Context, clear instructions, examples and desired format",Incorrect,C,"A strong prompt includes relevant context, explicit instructions, optional examples and the desired output format.",Prompt Crafting and Prompt Engineering,Describe the different parts of a prompt,Hard
4,59,What is what role prompting refers to?,Refusing to provide any role,Randomly selecting a programming language,Discarding chat history,Assigning a role or persona in the prompt,D,"Role prompting specifies the perspective or persona the model should assume, such as acting as a senior engineer.",Prompt Crafting and Prompt Engineering,Explain prompt engineering principles,Medium
4,60,Identify why you should keep prompts concise?,Concise prompts confuse the model,Prompt length has no effect,Long prompts may exceed the context window,Long prompts always improve accuracy,C,Excessively long prompts can overflow the context window and confuse the model; concise instructions are more effective.,Prompt Crafting and Prompt Engineering,Describe limited context windows,Medium
4,61,Identify the four S’s guideline for writing effective prompts?,"Sequential, Silent, Sparse and Separate","Multiple, Vague, Verbose and Solo","Single, Specific, Short and Surround","Long, Complex, Ambiguous and Hidden",C,"Effective prompts are single‑tasked, specific in detail, short in length and surrounded by context.",Prompt Crafting and Prompt Engineering,Describe the fundamentals of prompt crafting,Medium
4,62,Identify language options when writing prompts for Copilot?,Wrong,Not applicable,You can use natural language or pseudocode in English and supported languages,Incorrect,C,Copilot understands prompts written in clear natural language or pseudocode in English and other supported languages.,Prompt Crafting and Prompt Engineering,Describe the language options for promoting GitHub Copilot,Medium
4,63,How does How Copilot summarises existing code for onboarding?,It slows down development,It prevents collaboration,It deletes code,By producing concise descriptions of functions and modules,D,Copilot can summarise code blocks to help new developers understand existing projects.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,64,Identify how How personalised completions work?,It deletes code,Copilot adapts suggestions to a developer’s coding style,It slows down development,It prevents collaboration,B,Personalised completions tailor suggestions based on the developer’s patterns and codebase.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,65,Which statement describes How Copilot can assist with language translation tasks?,By translating code comments or text between languages,It slows down development,It prevents collaboration,It deletes code,A,"Copilot can translate code comments and strings between languages, helping internationalise applications.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,66,Which statement describes What are some limitations of using Copilot?,It may produce outdated or insecure code and requires human review,It slows down development,It prevents collaboration,It deletes code,A,Copilot suggestions should be reviewed for accuracy and security because the model may produce outdated or unsafe code.,Developer use cases for AI,Describe the limitations of using GitHub Copilot,Hard
4,67,What is How GitHub Copilot can help developers learn new programming languages?,It prevents collaboration,It deletes code,By providing examples and explanations in context,It slows down development,C,"Copilot offers contextual examples and explanations, aiding the learning of unfamiliar languages.",Developer use cases for AI,Describe how AI can improve developer productivity,Easy
4,68,Identify how How Copilot assists in pull request workflows?,It deletes code,By summarising changes and suggesting improvements,It slows down development,It prevents collaboration,B,"Copilot can summarise diffs, suggest improvements and craft pull request descriptions.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,69,Identify how How Copilot supports team collaboration?,It deletes code,Through shared knowledge bases and chat,It slows down development,It prevents collaboration,B,Shared knowledge bases and collaborative chat enable teams to align on patterns and best practices.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,70,Which statement describes How Copilot aids in data science tasks?,By helping write data processing and analysis code,It slows down development,It prevents collaboration,It deletes code,A,"Copilot can assist in writing Python and SQL code for data processing, analysis and visualisation.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,71,Which statement describes How Copilot supports code refactoring?,By suggesting improved code structure,It slows down development,It prevents collaboration,It deletes code,A,"Copilot suggests refactoring to improve readability, maintainability and performance.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,72,Which statement describes How Copilot helps modernise legacy applications?,By recommending updates to newer APIs and patterns,It slows down development,It prevents collaboration,It deletes code,A,Copilot can suggest refactoring legacy code to use modern frameworks and APIs.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
4,73,Identify how How Copilot reduces context switching for developers?,It deletes code,By integrating assistance directly into the IDE,It slows down development,It prevents collaboration,B,"Copilot reduces context switching by providing help within the IDE, so developers stay focused.",Developer use cases for AI,Describe how AI can improve developer productivity,Easy
4,74,How does How Copilot can assist with language translation tasks?,It slows down development,It prevents collaboration,It deletes code,By translating code comments or text between languages,D,"Copilot can translate code comments and strings between languages, helping internationalise applications.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,75,Identify how How Copilot supports code refactoring?,It deletes code,By suggesting improved code structure,It slows down development,It prevents collaboration,B,"Copilot suggests refactoring to improve readability, maintainability and performance.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,76,Identify how How Copilot generates sample data for testing?,It deletes code,By creating representative mock objects and data structures,It slows down development,It prevents collaboration,B,Copilot can generate sample data sets and mock objects to aid in testing and development.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
4,77,What is Why you might customise the test framework when using Copilot?,It ignores test frameworks,It increases bugs,To align generated tests with your project’s preferred framework,It deletes tests,C,"Customising the test framework ensures generated tests follow the correct style (e.g., pytest vs. unittest).",Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
4,78,Which statement best explains What the /tests slash command does in Copilot Chat?,Generates unit tests for selected code,It deletes tests,It ignores test frameworks,It increases bugs,A,The /tests command triggers Copilot to generate unit tests for the highlighted code.,Testing with GitHub Copilot,Describe different ways to trigger GitHub Copilot Chat,Medium
4,79,Identify How Copilot can be used for integration tests?,It increases bugs,By generating test scaffolding across multiple modules,It deletes tests,It ignores test frameworks,B,Copilot can scaffold integration tests that verify interactions across modules or services.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
4,80,Identify Why you might customise the test framework when using Copilot?,It increases bugs,To align generated tests with your project’s preferred framework,It deletes tests,It ignores test frameworks,B,"Customising the test framework ensures generated tests follow the correct style (e.g., pytest vs. unittest).",Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
4,81,How does How Copilot can generate property‑based tests?,It deletes tests,It ignores test frameworks,It increases bugs,By deriving properties from code and generating randomised assertions,D,Copilot can infer properties of functions and create property‑based tests that verify those properties across random inputs.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
4,82,What is How Copilot can generate property‑based tests?,It ignores test frameworks,It increases bugs,By deriving properties from code and generating randomised assertions,It deletes tests,C,Copilot can infer properties of functions and create property‑based tests that verify those properties across random inputs.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
4,83,Identify What TDD (test‑driven development) means when using Copilot?,It increases bugs,Writing tests first and letting Copilot generate code that passes them,It deletes tests,It ignores test frameworks,B,"With TDD, developers write tests first and use Copilot to generate code that satisfies them.",Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
4,84,Which statement best explains How Copilot Chat differs from inline suggestions when writing tests?,Chat maintains conversation context while inline suggestions do not,It deletes tests,It ignores test frameworks,It increases bugs,A,"Copilot Chat can remember previous instructions, whereas inline suggestions respond only to the current line.",Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
4,85,How does How to improve existing tests using Copilot?,It deletes tests,It ignores test frameworks,It increases bugs,Ask Copilot to suggest additional assertions or scenarios,D,Developers can request Copilot to enhance tests by adding assertions or covering more scenarios.,Testing with GitHub Copilot,Enhance code quality through testing,Medium
4,86,What is limitations of content exclusions?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Exclusions only remove context and do not prevent similar patterns,D,Exclusions block specific files from being used as context but do not stop the model from producing similar patterns based on training data.,Privacy fundamentals and context exclusions,Explain the limitations of content exclusions,Hard
4,87,Explain what contractual protection in Copilot Enterprise refers to?,It stores data indefinitely,Policies that address ownership and liability of AI outputs,It increases performance,It duplicates code intentionally,B,Enterprise offers contractual terms that provide IP indemnity and clarify ownership of generated code.,Privacy fundamentals and context exclusions,Explain contractual protection,Medium
4,88,Explain how Copilot can identify potential security vulnerabilities in your code?,It stores data indefinitely,By highlighting insecure patterns and recommending fixes,It increases performance,It duplicates code intentionally,B,Copilot scans code to detect common security flaws and provides suggestions to remediate them.,Privacy fundamentals and context exclusions,Explain how GitHub Copilot can identify potential security vulnerabilities in your code,Hard
4,89,Which statement best describes the difference between repository‑level and organisation‑level content exclusions?,Organisation‑level settings apply across all repositories,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,"Organisation‑level exclusions affect all repositories, whereas repository settings only affect a single repository.",Privacy fundamentals and context exclusions,Explain the effects of content exclusions,Medium
4,90,Identify what security checks and warnings do when enabled?,It duplicates code intentionally,It stores data indefinitely,They scan suggestions for insecure or harmful code patterns,It increases performance,C,Security checks and warnings analyse generated code for vulnerabilities and flag risky patterns before insertion.,Privacy fundamentals and context exclusions,Describe security checks and warnings,Medium
4,91,Which statement best describes why context exclusions may not be applied?,Because they are configured in the wrong repository or organisation,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,Exclusions might not apply if set at the wrong level or if pattern syntax is incorrect.,Privacy fundamentals and context exclusions,Explain why context exclusions may not be applied,Medium
4,92,Explain how Copilot can learn from existing tests to suggest improvements?,It stores data indefinitely,By analysing existing tests and identifying gaps or enhancements,It increases performance,It duplicates code intentionally,B,Copilot analyses existing tests to suggest additional assertions or scenarios to improve coverage.,Privacy fundamentals and context exclusions,Describe how to improve the effectiveness of existing tests with GitHub Copilot’s suggestions,Medium
4,93,Explain why context exclusions may not be applied?,It stores data indefinitely,Because they are configured in the wrong repository or organisation,It increases performance,It duplicates code intentionally,B,Exclusions might not apply if set at the wrong level or if pattern syntax is incorrect.,Privacy fundamentals and context exclusions,Explain why context exclusions may not be applied,Medium
4,94,Identify why context exclusions may not be applied?,It duplicates code intentionally,It stores data indefinitely,Because they are configured in the wrong repository or organisation,It increases performance,C,Exclusions might not apply if set at the wrong level or if pattern syntax is incorrect.,Privacy fundamentals and context exclusions,Explain why context exclusions may not be applied,Medium
4,95,Explain how duplication detection can be configured?,It stores data indefinitely,It can be enabled or disabled by administrators,It increases performance,It duplicates code intentionally,B,Admins can turn duplication detection on or off depending on their risk tolerance.,Privacy fundamentals and context exclusions,Describe safeguards,Medium
4,96,Explain what security checks and warnings do when enabled?,It stores data indefinitely,They scan suggestions for insecure or harmful code patterns,It increases performance,It duplicates code intentionally,B,Security checks and warnings analyse generated code for vulnerabilities and flag risky patterns before insertion.,Privacy fundamentals and context exclusions,Describe security checks and warnings,Medium
4,97,Which statement best describes what ownership of Copilot outputs means?,Developers retain ownership of generated code,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,GitHub states that developers own the code they create using Copilot suggestions.,Privacy fundamentals and context exclusions,Explain ownership of Copilot outputs,Medium
4,98,Identify the purpose of context exclusion settings?,It duplicates code intentionally,It stores data indefinitely,To prevent specific files or patterns from being sent to the model,It increases performance,C,Context exclusions allow administrators to block certain files or patterns from being included in prompts sent to Copilot.,Privacy fundamentals and context exclusions,Describe how to configure content exclusions,Medium
4,99,Identify how Copilot can identify potential security vulnerabilities in your code?,It duplicates code intentionally,It stores data indefinitely,By highlighting insecure patterns and recommending fixes,It increases performance,C,Copilot scans code to detect common security flaws and provides suggestions to remediate them.,Privacy fundamentals and context exclusions,Explain how GitHub Copilot can identify potential security vulnerabilities in your code,Hard
4,100,What is why encrypted transmission is important for Copilot?,It increases performance,It duplicates code intentionally,It stores data indefinitely,To protect data in transit from interception,D,Encryption ensures prompts and suggestions are protected while being transmitted between the IDE and Copilot services.,Privacy fundamentals and context exclusions,Describe privacy fundamentals,Easy
